Sort	Order	Family	Subfamily	Genus	Species	Type Species?	Exemplar Accession Number	Exemplar Isolate	Genome Composition	Last Change	MSL of Last Change	Proposal	Taxon History URL
1898	Unassigned	Adenoviridae		Ichtadenovirus	Sturgeon ichtadenovirus A	1			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161723
1899	Unassigned	Adenoviridae		Mastadenovirus	Bat mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161725
1900	Unassigned	Adenoviridae		Mastadenovirus	Bat mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161726
1901	Unassigned	Adenoviridae		Mastadenovirus	Bovine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161727
1902	Unassigned	Adenoviridae		Mastadenovirus	Bovine mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161728
1903	Unassigned	Adenoviridae		Mastadenovirus	Bovine mastadenovirus C	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161729
1904	Unassigned	Adenoviridae		Mastadenovirus	Canine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161730
1905	Unassigned	Adenoviridae		Mastadenovirus	Dolphin mastadenovirus A	0	KR024710	bottlenose dolphin adenovirus 1	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165221
1906	Unassigned	Adenoviridae		Mastadenovirus	Equine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161731
1907	Unassigned	Adenoviridae		Mastadenovirus	Equine mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161732
1908	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161733
1909	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161734
1910	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus C	1			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161735
1911	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus D	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161736
1912	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus E	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161737
1913	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus F	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161738
1914	Unassigned	Adenoviridae		Mastadenovirus	Human mastadenovirus G	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161739
1915	Unassigned	Adenoviridae		Mastadenovirus	Murine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161740
1916	Unassigned	Adenoviridae		Mastadenovirus	Murine mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161741
1917	Unassigned	Adenoviridae		Mastadenovirus	Murine mastadenovirus C	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161742
1918	Unassigned	Adenoviridae		Mastadenovirus	Ovine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161743
1919	Unassigned	Adenoviridae		Mastadenovirus	Ovine mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161744
1920	Unassigned	Adenoviridae		Mastadenovirus	Platyrrhini mastadenovirus A	0	HQ913600	titi monkey adenovirus ECC-2011	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165222
1921	Unassigned	Adenoviridae		Mastadenovirus	Porcine mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161745
1922	Unassigned	Adenoviridae		Mastadenovirus	Porcine mastadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161746
1923	Unassigned	Adenoviridae		Mastadenovirus	Porcine mastadenovirus C	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161747
1924	Unassigned	Adenoviridae		Mastadenovirus	Sea lion mastadenovirus A	0	KJ563221	California sea lion adenovirus 1	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165223
1925	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161748
1926	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus B	0	HQ241819	simian adenovirus 49	dsDNA	New,	30	2015.012aD.A.v2.Mastadenovirus_2sp	ICTVonline=20161749
1927	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus C	0	KC693022	baboon adenovirus 3	dsDNA	New,	30	2015.012aD.A.v2.Mastadenovirus_2sp	ICTVonline=20161750
1928	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus D	0	KP329563	simian adenovirus 13	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165224
1929	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus E	0	KP329564	simian adenovirus 16	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165225
1930	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus F	0	FJ025931	simian adenovirus 18	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165226
1931	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus G	0	HQ605912	simian adenovirus 20	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165227
1932	Unassigned	Adenoviridae		Mastadenovirus	Simian mastadenovirus H	0	KM190146	simian adenovirus DM-2014	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165228
1933	Unassigned	Adenoviridae		Mastadenovirus	Skunk mastadenovirus A	0	KP238322	skunk adenovirus PB1	dsDNA	New,	31	2016.010aD.A.v1.Mastadenovirus_9sp	ICTVonline=20165229
1934	Unassigned	Adenoviridae		Mastadenovirus	Tree shrew mastadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161751
1935	Unassigned	Adenoviridae		Siadenovirus	Frog siadenovirus A	1			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161753
1936	Unassigned	Adenoviridae		Siadenovirus	Great tit siadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161754
1937	Unassigned	Adenoviridae		Siadenovirus	Penguin siadenovirus A	0	KP144329	chinstrap penguin adenovirus 2	dsDNA	New,	31	2016.012aD.A.v1.Siadenovirus_sp	ICTVonline=20165230
1938	Unassigned	Adenoviridae		Siadenovirus	Raptor siadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161755
1939	Unassigned	Adenoviridae		Siadenovirus	Skua siadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161756
1940	Unassigned	Adenoviridae		Siadenovirus	Turkey siadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161757
1941	Unassigned	Alphatetraviridae		Betatetravirus	Antheraea eucalypti virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161761
1942	Unassigned	Alphatetraviridae		Betatetravirus	Darna trima virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161762
1943	Unassigned	Alphatetraviridae		Betatetravirus	Dasychira pudibunda virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161763
1944	Unassigned	Alphatetraviridae		Betatetravirus	Nudaurelia capensis beta virus	1			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161764
1945	Unassigned	Alphatetraviridae		Betatetravirus	Philosamia cynthia x ricini virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161765
1946	Unassigned	Alphatetraviridae		Betatetravirus	Pseudoplusia includens virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161766
1947	Unassigned	Alphatetraviridae		Betatetravirus	Trichoplusia ni virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161767
1948	Unassigned	Alphatetraviridae		Omegatetravirus	Dendrolimus punctatus virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161769
1949	Unassigned	Alphatetraviridae		Omegatetravirus	Helicoverpa armigera stunt virus	0			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161770
1950	Unassigned	Alphatetraviridae		Omegatetravirus	Nudaurelia capensis omega virus	1			ssRNA(+)	Moved,	26	2010.001a-qI.A.v4.Tetraviridae	ICTVonline=20161771
1951	Unassigned	Alvernaviridae		Dinornavirus	Heterocapsa circularisquama RNA virus 01	1	AB218608	HcRNAV34	ssRNA(+)	New,Assigned as Type Species,	26	2009.016a-iP.A.v7.Alvernaviridae	ICTVonline=20161775
1952	Unassigned	Amalgaviridae		Amalgavirus	Blueberry latent virus	0	HM029246	MI-1 	dsRNA	New,	28	2013.005a-gP.A.v2.Amalgaviridae	ICTVonline=20161779
1953	Unassigned	Amalgaviridae		Amalgavirus	Rhododendron virus A	0	HQ128706	GSMNP-Sugld-1 	dsRNA	New,	28	2013.005a-gP.A.v2.Amalgaviridae	ICTVonline=20161780
1954	Unassigned	Amalgaviridae		Amalgavirus	Southern tomato virus	1	EF442780	Mexico-1 	dsRNA	New,	28	2013.005a-gP.A.v2.Amalgaviridae	ICTVonline=20161781
1955	Unassigned	Amalgaviridae		Amalgavirus	Vicia cryptic virus M	0	EU371896	M 	dsRNA	New,	28	2013.005a-gP.A.v2.Amalgaviridae	ICTVonline=20161782
1956	Unassigned	Ampullaviridae		Ampullavirus	Acidianus bottle-shaped virus	1	EF432053		dsDNA	New,Assigned as Type Species,	24	2005.084B.04.Ampullavirus	ICTVonline=20161786
1957	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 1	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161790
1958	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 2	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161791
1959	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 3	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161792
1960	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 4	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161793
1961	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 5	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161794
1962	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 6	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161795
1963	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 7	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161796
1964	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 8	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161797
1965	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 9	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161798
1966	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 10	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161799
1967	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 11	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161800
1968	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 12	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161801
1969	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 13	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161802
1970	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 14	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161803
1971	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 15	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161804
1972	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 16	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161805
1973	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 17	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161806
1974	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 18	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161807
1975	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 19	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161808
1976	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 20	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161809
1977	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 21	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161810
1978	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 22	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161811
1979	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 23	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161812
1980	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 24	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161813
1981	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 25	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161814
1982	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 26	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161815
1983	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 27	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161816
1984	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 28	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161817
1985	Unassigned	Anelloviridae		Alphatorquevirus	Torque teno virus 29	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161818
1986	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 1	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161820
1987	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 2	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161821
1988	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 3	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161822
1989	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 4	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161823
1990	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 5	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161824
1991	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 6	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161825
1992	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 7	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161826
1993	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 8	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161827
1994	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 9	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161828
1995	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 10	0			ssDNA(-)	New,	26	2010.007aV.A.v2.Betatorquevirus-3sp	ICTVonline=20161829
1996	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 11	0			ssDNA(-)	New,	26	2010.007aV.A.v2.Betatorquevirus-3sp	ICTVonline=20161830
1997	Unassigned	Anelloviridae		Betatorquevirus	Torque teno mini virus 12	0			ssDNA(-)	New,	26	2010.007aV.A.v2.Betatorquevirus-3sp	ICTVonline=20161831
1998	Unassigned	Anelloviridae		Deltatorquevirus	Torque teno tupaia virus	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161833
1999	Unassigned	Anelloviridae		Epsilontorquevirus	Torque teno tamarin virus	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161835
2000	Unassigned	Anelloviridae		Etatorquevirus	Torque teno felis virus	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161837
2001	Unassigned	Anelloviridae		Etatorquevirus	Torque teno felis virus 2	0			ssDNA(-)	New,	26	2010.006aV.A.v2.Etatorquevirus-sp	ICTVonline=20161838
2002	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 1	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161840
2003	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 2	0			ssDNA(-)	New,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161841
2004	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 3	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161842
2005	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 4	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161843
2006	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 5	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161844
2007	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 6	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161845
2008	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 7	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161846
2009	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 8	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161847
2010	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 9	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161848
2011	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 10	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161849
2012	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 11	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161850
2013	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 12	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161851
2014	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 13	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161852
2015	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 14	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161853
2016	Unassigned	Anelloviridae		Gammatorquevirus	Torque teno midi virus 15	0			ssDNA(-)	New,	26	2010.008aV.A.v2.Gammatorquevirus-13sp	ICTVonline=20161854
2017	Unassigned	Anelloviridae		Gyrovirus	Chicken anemia virus	1			ssDNA(-)	Moved,	30	2014.006f,gD.A.v3.Gyrovirus_move	ICTVonline=20161856
2018	Unassigned	Anelloviridae		Iotatorquevirus	Torque teno sus virus 1a	1			ssDNA(-)	Renamed,	26	2011.002aV.A.v2.Anelloviridae_2Sp-ren	ICTVonline=20161858
2019	Unassigned	Anelloviridae		Iotatorquevirus	Torque teno sus virus 1b	0			ssDNA(-)	Renamed,	26	2011.002aV.A.v2.Anelloviridae_2Sp-ren	ICTVonline=20161859
2020	Unassigned	Anelloviridae		Kappatorquevirus	Torque teno sus virus k2a	1			ssDNA(-)	Renamed,	30	2015.003a,bD.A.v1.Kappatorquevirus_sp,ren	ICTVonline=20161861
2021	Unassigned	Anelloviridae		Kappatorquevirus	Torque teno sus virus k2b	0	JQ406846	38E23	ssDNA(-)	New,	30	2015.003a,bD.A.v1.Kappatorquevirus_sp,ren	ICTVonline=20161862
2022	Unassigned	Anelloviridae		Lambdatorquevirus	Torque teno zalophus virus 1	1			ssDNA(-)	New,Assigned as Type Species,	26	2010.004a-dV.A.v2.Lambdatorquevirus	ICTVonline=20161864
2023	Unassigned	Anelloviridae		Thetatorquevirus	Torque teno canis virus	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161866
2024	Unassigned	Anelloviridae		Zetatorquevirus	Torque teno douroucouli virus	1			ssDNA(-)	New,Assigned as Type Species,	25	2007.075a-xxV.v4.Anelloviridae	ICTVonline=20161868
2025	Unassigned	Arenaviridae		Mammarenavirus	Allpahuayo mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161872
2026	Unassigned	Arenaviridae		Mammarenavirus	Amaparí mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161873
2027	Unassigned	Arenaviridae		Mammarenavirus	Bear Canyon mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161874
2028	Unassigned	Arenaviridae		Mammarenavirus	Chapare mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161875
2029	Unassigned	Arenaviridae		Mammarenavirus	Cupixi mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161876
2030	Unassigned	Arenaviridae		Mammarenavirus	Flexal mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161877
2031	Unassigned	Arenaviridae		Mammarenavirus	Gairo mammarenavirus	0	S: KJ855308, L: KJ855307	Gairo virus isolate TZ-27421	ssRNA(+/-)	New,	30	2015.001aM.A.v2.Mammarenavirus_4sp	ICTVonline=20161878
2032	Unassigned	Arenaviridae		Mammarenavirus	Guanarito mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161879
2033	Unassigned	Arenaviridae		Mammarenavirus	Ippy mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161880
2034	Unassigned	Arenaviridae		Mammarenavirus	Junín mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161881
2035	Unassigned	Arenaviridae		Mammarenavirus	Lassa mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161882
2036	Unassigned	Arenaviridae		Mammarenavirus	Latino mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161883
2037	Unassigned	Arenaviridae		Mammarenavirus	Loei River mammarenavirus	0	L:KC669693,S:KC669698	Loei River virus, isolate R5074	ssRNA(+/-)	New,	31	2016.014aM.A.v1.Mammarenavirus_sp	ICTVonline=20165231
2038	Unassigned	Arenaviridae		Mammarenavirus	Lujo mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161884
2039	Unassigned	Arenaviridae		Mammarenavirus	Luna mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161885
2040	Unassigned	Arenaviridae		Mammarenavirus	Lunk mammarenavirus	0	L segment: AB693151, S segment: AB693150	Lunk virus, isolate NKS-1	ssRNA(+/-)	New,	29	2014.013aV.A.v3.Mammarenavirus_2sp	ICTVonline=20161886
2041	Unassigned	Arenaviridae		Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	1			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161887
2042	Unassigned	Arenaviridae		Mammarenavirus	Machupo mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161888
2043	Unassigned	Arenaviridae		Mammarenavirus	Mariental mammarenavirus	0	S: KM272987, L: KP867641	Mariental virus isolate N27	ssRNA(+/-)	New,	30	2015.001aM.A.v2.Mammarenavirus_4sp	ICTVonline=20161889
2044	Unassigned	Arenaviridae		Mammarenavirus	Merino Walk mammarenavirus	0	L segment: GU078661, S segment: GU078660	Merino Walk virus, isolate Merino Walk	ssRNA(+/-)	New,	29	2014.013aV.A.v3.Mammarenavirus_2sp	ICTVonline=20161890
2045	Unassigned	Arenaviridae		Mammarenavirus	Mobala mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161891
2046	Unassigned	Arenaviridae		Mammarenavirus	Mopeia mammarenavirus	0			ssRNA(+/-)	Renamed,Moved,	29	2014.012aV.A.v3.Arenavirus_ren	ICTVonline=20161892
